Country Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Cameroon,21.85199928,21.67099953,21.45999908,21.27599907,21.50799942,21.89800072,22.04400063,22.4279995,22.54299927,22.49500084,23.14500046,23.41500092,23.84499931,24.27499962,24.17700005,24.18799973,24.48200035,25.8939991,27.54899979,28.99200058,30.75900078,32.32600021,34.21900177,36.08800125,36.66699982,37.04800034,37.3370018,37.66199875,38.02399826
"Congo, Dem. Rep.",21.37899971,19.41500092,17.85499954,16.65999985,16.54599953,17.3390007,16.13500023,15.90799999,15.18000031,16.33699989,14.93200016,15.40299988,16.05800056,16.22200012,16.8010006,17.18499947,17.30900002,17.04199982,16.94400024,16.94300079,17.00699997,17.36000061,17.71199989,18.10499954,18.56800079,18.60700035,18.70400047,18.82299995,18.97200012
"Congo, Rep.",36.87099838,37.16699982,37.23300171,35.45700073,35.5,34.9469986,34.35499954,35.90000153,33.91799927,33.27600098,34.40499878,35.10200119,35.58100128,35.29800034,35.15399933,35.16600037,35.77399826,35.6269989,36.59600067,36.48799896,36.71900177,37.3769989,38.05199814,38.89099884,41.00400162,41.33000183,41.09000015,41.29199982,41.29700089
Colombia,74.07299805,74.37200165,74.57800293,74.90799713,75.03399658,75.31900024,75.53099823,75.74500275,75.95500183,76.25,76.40499878,76.21299744,75.30999756,75.66100311,75.97599792,77.45800018,78.13700104,78.20700073,77.98999786,77.20600128,76.93599701,76.51899719,78.28299713,78.74099731,78.82700348,79.47399902,78.33599854,78.55999756,78.80000305
Comoros,24.82500076,25.15399933,25.17700005,24.49099922,24.46899986,24.19400024,24.37100029,24.33200073,24.35400009,24.3409996,24.41699982,24.52899933,24.59700012,24.65500069,24.75499916,24.87800026,24.74799919,24.84399986,24.45100021,24.4640007,24.51399994,24.34300041,24.25200081,24.01399994,24.00699997,24.08699989,24.16900063,24.37700081,24.58200073
Cabo Verde,67.46499634,68.26300049,69.0510025,70.36399841,71.36599731,71.99199677,72.8789978,73.67900085,74.15599823,74.88999939,75.4280014,75.85199738,75.96399689,76.44799805,76.91799927,77.45400238,78.27200317,78.36699677,78.34400177,78.69300079,78.90299988,79.14800262,79.16600037,79.09899902,79.19000244,79.45200348,79.62799835,79.8219986,80.01599884
Costa Rica,77.29599762,77.62200165,77.93299866,78.13400269,78.29100037,78.53900146,78.49900055,78.66400146,78.85099792,79.1740036,79.13600159,80.93800354,81.50700378,82.89499664,82.64299774,82.90200043,82.07900238,82.86799622,83.97699738,85.02200317,86.22599792,87.51499939,89.01699829,86.44300079,86.17299652,86.6969986,85.56999969,85.72699738,85.88400269
Caribbean small states,75.32465113,75.89444181,77.91491916,77.81989495,78.38931256,79.15110368,80.78849501,81.95476221,83.33551855,83.97029798,84.2127597,84.29078824,85.08785616,85.11161091,85.26393843,85.61503601,85.41582567,85.33093797,85.52116347,85.67878356,85.75409786,86.08767546,86.37993645,86.60186797,86.67502454,86.29763282,85.99218299,86.07241315,86.22717832
Cuba,63.72600174,63.88700104,64.84700012,67.65899658,71.26999664,71.18399811,71.15100098,71.77999878,72.39099884,72.33699799,73.40200043,74.4940033,75.58399963,76.61499786,77.45400238,78.30899811,79.10399628,79.60600281,80.02400208,80.02300262,79.13899994,78.40599823,80.91899872,81.10500336,81.28099823,81.47299957,81.68900299,81.89800262,82.10700226
Cyprus,61.13800049,63.55199814,67.04499817,70.47499847,71.66600037,74.05200195,76.2990036,78.5039978,80.55500031,82.40399933,83.72799683,83.84999847,85.0039978,85.52600098,86.20300293,87.08899689,88.16000366,87.70700073,87.56800079,88.30799866,89.21600342,89.80400085,91.0059967,90.89099884,91.60700226,91.95200348,92.02200317,92.08899689,92.18299866
Czech Republic,60.51599884,60.81000137,61.23199844,62.9070015,63.82099915,64.86499786,66.36399841,66.83499908,68.06600189,68.98500061,68.25900269,68.70200348,69.51200104,70.02300262,70.69000244,70.18399811,70.65899658,70.95700073,73.71499634,74.8809967,74.23600006,74.73899841,75.02100372,74.76599884,74.61599731,74.13400269,73.99099731,74.2559967,74.52600098
