Country Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Chile,6.184999943,6.09800005,6.084000111,5.06799984,5.388000011,5.31400013,4.506999969,4.56099987,4.646999836,4.636000156,4.672999859,4.756999969,4.925000191,5.484000206,5.826000214,5.827000141,5.646999836,5.482999802,5.302000046,5.113999844,5.074999809,4.953000069,4.677000046,4.498000145,4.507999897,4.893000126,5.326000214,5.250999928,5.172999859
China,56.74000168,55.52399826,53.40100098,51.26900101,49.14899826,47.44200134,46.83800125,46.73799896,47.03699875,46.94499969,46.93899918,46.93500137,46.02299881,43.8219986,41.72800064,39.54299927,37.76599884,36.58599854,35.12599945,33.75299835,31.90699959,30.75099945,28.6439991,26.82799911,25.96999931,25.11700058,24.43799973,24.23500061,24.03199959
Cote d'Ivoire,44.81700134,44.7480011,44.56700134,43.91699982,43.68999863,43.4280014,43.38199997,42.92100143,42.65200043,42.8030014,42.60599899,42.8390007,43.04100037,42.38299942,41.86100006,41.76399994,41.49200058,41.42100143,41.0719986,40.89300156,41.44599915,40.43399811,39.95700073,40.48400116,40.96500015,41.06600189,40.58499908,40.13999939,39.71099854
Cameroon,70.35600281,70.5510025,70.78600311,71.00099945,70.71700287,70.35600281,70.19999695,69.77600098,69.64700317,69.69200134,69.04199982,68.59899902,67.9980011,67.35399628,67.15399933,66.77300262,66.04199982,64.45800018,62.65499878,61.03300095,59.11999893,57.36800003,55.33200073,53.30899811,52.79100037,52.43700027,52.15999985,51.85900116,51.52700043
"Congo, Dem. Rep.",74.27799988,76.66699982,78.47499847,79.96700287,80.06600189,79.14600372,80.7009964,81.05599976,81.92700195,80.8030014,81.81600189,81.26999664,80.70999908,80.47499847,79.90000153,79.50299835,79.22399902,79.51799774,79.39900208,79.45600128,79.34300232,78.88899994,78.39399719,77.84100342,77.18900299,77.04100037,76.93399811,76.79199982,76.61699677
"Congo, Rep.",40.98699951,40.73799896,40.63199997,41.70299911,41.63199997,41.92100143,42.23899841,41.18199921,42.37799835,42.72100067,41.91699982,41.40800095,41.02999878,41.15000153,41.1780014,41.09999847,40.63199997,40.6570015,39.96500015,39.99700165,39.79600143,39.3219986,38.82600021,38.23099899,36.85900116,36.5909996,36.68000031,36.48500061,36.41699982
Colombia,7.274000168,7.157999992,7.087999821,6.949999809,6.954999924,6.831999779,6.765999794,6.68200016,6.574999809,6.447000027,6.407999992,6.657999992,7.846000195,7.5,7.18900013,6.202000141,6.048999786,5.962999821,6.157000065,6.952000141,7.012000084,7.539000034,7.001999855,6.938000202,7.190000057,7.218999863,7.712999821,7.616000175,7.511000156
Comoros,62.88700104,62.23199844,62.18000031,63.25500107,63.28300095,63.74399948,63.52299881,63.63600159,63.6609993,63.25500107,63.22200012,63.14799881,63.13100052,63.13399887,63.06299973,62.96500015,62.98500061,63.09600067,63.38999939,63.70999908,63.5870018,63.74100113,63.79499817,63.64199829,63.45700073,63.36199951,63.2820015,63.01399994,62.73199844
Cabo Verde,14.56599998,14.16100025,13.76500034,13.13000011,12.65299988,12.34399986,11.92000008,11.53600025,11.28299999,10.92199993,10.64999962,10.41300011,10.33699989,10.08199978,9.819999695,9.524999619,9.114999771,9.017999649,9.001000404,8.836000443,8.718999863,8.614999771,8.588000298,8.588999748,8.527999878,8.388999939,8.281999588,8.164999962,8.048999786
Costa Rica,3.835000038,3.785000086,3.77699995,3.766000032,3.746000051,3.654000044,3.714999914,3.739000082,3.711999893,3.632999897,3.720000029,4.090000153,4.056000233,3.986999989,4.761000156,4.340000153,5.03000021,4.131000042,3.874000072,3.638999939,3.35800004,2.960000038,2.915999889,3.915999889,4.199999809,4.198999882,4.524000168,4.472000122,4.420000076
